tag,pair,method,sharpe,ci_low,ci_high,p_value
fix_c_eg,ES/NQ,Static OLS,-0.19422692220088678,-0.8688830688293024,0.6387665366837411,0.7384
fix_c_eg,ES/NQ,Rolling OLS 60d,0.6325420030408233,-0.30002789656751816,1.5030999930694198,0.1142
fix_c_eg,ES/NQ,Kalman,0.2817942700211096,-0.21379727684767444,1.1157080897691227,0.1854
fix_c_eg,ES/YM,Static OLS,-0.3682663594810159,-0.8461360005938793,0.693861041222723,0.915
fix_c_eg,ES/YM,Rolling OLS 60d,1.361508407573017,0.5725705045305424,2.18963890493094,0.0022
fix_c_eg,ES/YM,Kalman,-0.7314597088011222,-1.2938594198148605,-0.11772813861098204,0.985
fix_c_eg,NQ/YM,Static OLS,0.014240280178300733,-0.6889356769229386,0.9266396070409342,0.5816
fix_c_eg,NQ/YM,Rolling OLS 60d,-0.9749578697577019,-1.9689880565326117,0.011349096680494343,0.9486
fix_c_eg,NQ/YM,Kalman,-0.43224879493825774,-1.12880895477319,0.46430638731066287,0.8448
