tag,pair,method,sharpe,ci_low,ci_high,p_value
baseline,ES/NQ,Static OLS,-0.17556492987959288,-0.9777999336778863,0.706728282938666,0.6966
baseline,ES/NQ,Rolling OLS 60d,0.3927056207327567,-0.5284607584532481,1.2344292302118678,0.2152
baseline,ES/NQ,Kalman,0.3095613426296295,-0.25184408460119406,0.7985117209918962,0.077
baseline,ES/YM,Static OLS,-0.1519700932617607,-0.7118953430378397,0.8898963237603701,0.7896
baseline,ES/YM,Rolling OLS 60d,1.1373643545287757,0.37243251132564253,1.9359787843834164,0.0068
baseline,ES/YM,Kalman,-0.02626671515823208,-0.8226506203165393,0.7657621041906966,0.515
baseline,NQ/YM,Static OLS,0.24677799910624515,-0.47860097522789946,1.1733158234121477,0.3956
baseline,NQ/YM,Rolling OLS 60d,-0.8850052441290963,-1.8801647548428786,0.09053871440756527,0.931
baseline,NQ/YM,Kalman,-0.022993752210130187,-0.8006286929408531,0.8037422785974563,0.5622
