tag,pair,method,sharpe,ci_low,ci_high,p_value
fix_d_R,ES/NQ,Static OLS,-0.19422692220088678,-0.8688830688293024,0.6387665366837411,0.7384
fix_d_R,ES/NQ,Rolling OLS 60d,0.6325420030408233,-0.30002789656751816,1.5030999930694198,0.1142
fix_d_R,ES/NQ,Kalman,0.2820575011468389,-0.3047580995304928,1.0939821159783631,0.2486
fix_d_R,ES/YM,Static OLS,-0.3682663594810159,-0.8461360005938793,0.693861041222723,0.915
fix_d_R,ES/YM,Rolling OLS 60d,1.361508407573017,0.5725705045305424,2.18963890493094,0.0022
fix_d_R,ES/YM,Kalman,-0.4581548524909925,-1.0359820467093903,0.21778856479906022,0.8956
fix_d_R,NQ/YM,Static OLS,0.014240280178300733,-0.6889356769229386,0.9266396070409342,0.5816
fix_d_R,NQ/YM,Rolling OLS 60d,-0.9749578697577019,-1.9689880565326117,0.011349096680494343,0.9486
fix_d_R,NQ/YM,Kalman,-0.8878482346586754,-1.576007131132685,0.06997439067665064,0.9754
